user,user_profile,date_review,title,rating,type_visit,num_contributions,review,review_cleaned,year,month
bbd1825,bbd1825,2014-11-13,"Lieu unique, moment unique !",5.0,No information,107,"Merci à vous pour ce moment unique que vous nous avez offert.
Une main de maître. 
J'ai la chance de manger tout au long de l année dans de nombreux et très bons restaurants et à chaque fois j ai la mére brazier comme référence et je me dis que le Michelin pourrait ajouter une autre étoile à ce chef exceptionnel.
C est convivial ! On aime prendre du temps ! Les plats ne sont pas de simples échantillons. Un doux mélange de tradition et de modernité.
Encore merci.",merci moment unique offert main maître jai chance manger tout long année nombreux très bons restaurant chaque fois mére brazier comme référence dis michelin pourrait ajouter autre étoile chef exceptionnel convivial aime prendre temp plat simple échantillons doux mélange tradition modernité encore merci,2014,11
Luc P,522lucp,2014-11-11,Belle adresse,4.0,none,7,"Nous nous sommes regales!
Les menus sont tres bien elabores et les plats sont sublimes et delicieux!
Le service etait un peu lent mais sinon tres sympathique
Bonne acceuil et service voiturie efficace!
Belle expetience",somme regales menu tres bien elabores plat sublimes delicieux service etait peu lent sinon tres sympathique bonne acceuil service voiturie efficace belle expetience,2014,11
sabitbol,sabitbol,2014-11-09,Deux belles étoiles,4.0,business,40,"Très bon, très bien, super plats de saison notamment le lièvre à la Royale. néanmoins le midi un service un peu restreint et cher.",très bon très bien super plat saison notamment lièvre royale néanmoins midi service peu restreint cher,2014,11
lebuchin,lebuchin,2014-11-01,constance et excellence,5.0,friends,40,"voilà plusieurs années que nous allons dîner entre amis et nous passons toujours une excellente soirée.  La gastronomie, le service, l'accueil, les vins... tout est parfait.  Nous sommes toujours surpris par des les suggestions du chef, des nouvelles saveurs, de nouvelles aventures pour les papilles.  Ayant la chance de dîner fréquemment dans des étoilés, la mère Brazier est toujours mon préféré ! Bref, on aime et on en demande encore... A quand la troisième?

PS: Chère Anne I, votre avis ""très subjectif"" du 7/10/2014 est surprenant, comme votre français.  Vos papilles semblent être du même niveau que votre français.... 1 faute tous les deux mots... On peut ne pas aimer, mais on ne peut pas raconter n'importe quoi",voilà plusieurs années allons dîner entre amis passons toujours excellente soirée gastronomie service laccueil vins tout parfait somme toujours surpris suggestion chef nouvelles saveurs nouvelles aventures papilles chance dîner fréquemment étoilés mère brazier toujours préféré bref aime demande encore quand troisième chère anne avis très subjectif surprenant comme français papilles semblent être niveau français faute tous deux mot peut aimer peut raconter nimporte quoi,2014,11
dystroy,dystroy,2014-11-01,Largement à la hauteur de sa réputation,5.0,couples,92,"Nous avons tous deux pris le menu Dégustation avec son accord mets et vins (à 200 € tout de même), c'est une succession de plats exceptionnels et originaux. Je retiendrai le hareng avec son potage de butternut, l'incroyable araignée de mer aux agrumes, et la pêche avec ses pouce-pieds, ma femme elle accorde sa mention à l’huître avec andouille, poireau et caviar ainsi qu'au pigeon poché grillé. Les accords de vins sont la plupart fabuleux (le Saint-Aubin Les Champlots du domaine Colin-Morey, par exemple, n'impressionne pas bu seul mais fut extraordinaire en accord avec son plat).

Le service est très présent, mais très efficace et compétent, et l'importance de l'équipe en cuisine n'est évidemment pas étrangère à la rapidité du service qui s'est déroulé sans attente de la mise en bouche au dernier dessert.

J'en viens maintenant aux critiques mais elles ne doivent surtout pas masquer le fait que l'équipe de Mathieu Viannay nous a présenté un repas exceptionnel et mémorable.

Tout d'abord la première mise en bouche (pourtant souvent l'occasion de tester sur une bouchée des constructions un peu audacieuses) et le dessert n'avaient rien d'impressionnant et faisaient pale figure comparés au reste. Ensuite, malgré la justesse des accords de vins, je ne recommanderai pas de prendre l'accords Mets et Vins : Six vins différents, bien servis, c'est vraiment trop pour quitter le restaurant en pleine forme, tant d'alcool finit même par réduire la capacité d'appréciation lorsqu'on en vient aux desserts (ai-je été injuste avec eux, je ne le saurai pas). Je pense que quatre vins seraient bien suffisants (et cela permettrait peut-être de réduire l'addition), et ce serait leur rendre justice. Le vin doux naturel de la fin est probablement superflu (et pas très heureux à mon goût de toutes façons). Je recommanderai plutôt aux autres visiteurs de se ""contenter"" du menu Dégustation à 140 € et de profiter des compétences du sommelier pour choisir un, deux ou trois verres que l'on dégustera pleinement sans être confrontés au désespoir de devoir laisser un peu de Châteauneuf-du-Pape au fond du verre... 

La Mère Brazier sera désormais LE restaurant que je conseillerai à Lyon pour qui veut un repas inoubliable et peut se le permettre financièrement.",avon tous deux pris menu dégustation accord mets vins tout cest succession plat exceptionnels originaux retiendrai hareng potage butternut lincroyable araignée mer agrumes pêche poucepieds femme accorde mention lhuître andouille poireau caviar ainsi quau pigeon poché grillé accord vins plupart fabuleux saintaubin champlots domaine colinmorey exemple nimpressionne seul extraordinaire accord plat service très présent très efficace compétent limportance léquipe cuisine nest évidemment étrangère rapidité service sest déroulé sans attente mise bouche dernier dessert jen viens maintenant critique elles doivent surtout masquer fait léquipe mathieu viannay présenté repas exceptionnel mémorable tout dabord première mise bouche pourtant souvent loccasion tester bouchée construction peu audacieuses dessert navaient rien dimpressionnant faisaient pale figure comparés reste ensuite malgré justesse accord vins recommanderai prendre laccords mets vins six vins différents bien servis cest vraiment trop quitter restaurant pleine forme tant dalcool finit réduire capacité dappréciation lorsquon vient dessert aije injuste saurai pense quatre vins bien suffisants cela permettrait peutêtre réduire laddition rendre justice vin doux naturel fin probablement superflu très heureux goût toutes façons recommanderai plutôt autres visiteurs contenter menu dégustation profiter compétences sommelier choisir deux trois verres lon dégustera pleinement sans être confrontés désespoir devoir laisser peu châteauneufdupape fond verre mère brazier serum désormais restaurant conseillerai lyon veut repas inoubliable peut permettre financièrement,2014,11
ANDRE D,185chantalc,2014-10-28,SUPER,5.0,solo,47,"Pour un grand moment inoubliable!  ne pas hésiter a franchir la porte ,reputation de longue date toujours au top!! meme si l endroit parait vieillot cela fait tout son charme...",grand moment inoubliable hésiter franchir porte reputation longue date toujours top meme endroit parait vieillot cela fait tout charme,2014,10
Vavouchka,Vavouchka,2014-10-21,Excellent,5.0,none,105,"Rien a redire, Mathieu Viannay a redonne avec brio des couleurs a la Mere Brazier, une institution lyonnaise qui merite ses 2 etoiles. L'huitre chaude a l'andouille, au poireau et au caviar est une pure merveille, le pigeon est parfaitement maitrise, le ris de veau au homard est savoureusement original, et en dessert, le Paris Brest est succulent. Le service est aimable, feutre et attentif.",rien redire mathieu viannay redonne brio couleurs mere brazier institution lyonnaise merite etoiles lhuitre chaude landouille poireau caviar pure merveille pigeon parfaitement maitrise veau homard savoureusement original dessert paris brest succulent service aimable feutre attentif,2014,10
Christophe D,618christophed,2014-10-21,Très bien,4.0,couples,4,"Accueil souriant et cordial.
Bon choix sur la carte.
plats savoureux et très bien servis.
Addition plus que correcte.",accueil souriant cordial bon choix carte plat savoureux très bien servis addition plus correcte,2014,10
plume28,plume28,2014-10-15,Excellent !,5.0,couples,208,Un très agréable diner chez la Mère Brazier où nous avons été très bien accueillis et avons dégusté la savoureuse cuisine e Mathieu Viannay. Quel bonheur pour les papilles que cette poularde de Bresse et ces desserts ! Un grand moment ....,très agréable diner chez mère brazier avon très bien accueillis avon dégusté savoureuse cuisine mathieu viannay quel bonheur papilles cette poularde bresse dessert grand moment,2014,10
Comnar69,Comnar69,2014-10-13,"Accueil, inventivité, saveur, discrétion",5.0,business,3,"Un service irréprochable et discret, des plats savoureux et très bien presentés (Araignée de mer exquise, dorade royale succulente)
Une équipe et un chef aux petits soins, dans un cadre chargé d'histoire.
Une carte des vins impressionante à des prix raisonnable 
Une expérience à renouveler!",service irréprochable discret plat savoureux très bien presentés araignée mer exquise dorade royale succulente équipe chef petits soins cadre chargé dhistoire carte vins impressionante prix raisonnable expérience renouveler,2014,10
olliwer v,olliwerv,2014-10-08,Sublissime,5.0,friends,1,"Une soirée au delà du réel. En cadre cosy et raffinée. On est vite mis à l'aise par un personnel souriant et professionnel. Une cuisine qui marie tradition et modernité. Pâté en croute, classique au demeurant, d'une qualité remarquable. Huître, poireaux, andouille et caviar un plat gravé à jamais dans ma mémoire. Ris de veau et homard une association terre et mer somptueuse. Texture, saveurs, cuisson et température. De la haute couture. Desserts précédés par une madeleine tiède au miel diabolique. Une sommelière très compétente qui nous fait partager sa passion et nous fait découvrir des vins, mention spéciale pour le côte du jura. Merci à toute l'équipe.",soirée delà réel cadre cosy raffinée vite laise personnel souriant professionnel cuisine marie tradition modernité pâté croute classique demeurant dune qualité remarquable huître poireaux andouille caviar plat gravé jamais mémoire veau homard association terre mer somptueuse texture saveurs cuisson température haute couture dessert précédés madeleine tiède miel diabolique sommelière très compétente fait partager passion fait découvrir vins mention spéciale côte jura merci toute léquipe,2014,10
Florence P,947florencep,2014-10-08,Magnifique,4.0,couples,2,"Belle soirée dans cette maison mythique de la gastronomie française où nous avons été très bien reçus. Le personnel est discret mais présent.. le service est délicat sans être guindé.  Mathieu Viannay, chef et propriétaire des lieux, a gardé les ""classiques"" de la Mère Brazier  en les revisitant habilement. Il y a ajouté ""ses"" plats: tout est maitrisé: cuisson, dressage.;un régal pour les yeux et les papilles. Magnifique carte des vins. Nous avons eu la chance de pouvoir visiter en partant l'étage du restaurant: différents salons feutrés se succèdent..nous testerons une prochaine fois! La décoration du restaurant est à l'image de la cuisine du chef: modernisée et élégante. Très bon moment, nous reviendrons.",belle soirée cette maison mythique gastronomie française avon très bien reçus personnel discret présent service délicat sans être guindé mathieu viannay chef propriétaire lieux gardé classiques mère brazier revisitant habilement ajouté plat tout maitrisé cuisson dressageun régal yeux papilles magnifique carte vins avon chance pouvoir visiter partant létage restaurant différents salon feutrés succèdentnous testerons prochaine fois décoration restaurant limage cuisine chef modernisée élégante très bon moment reviendrons,2014,10
BMA25,BMA25,2014-10-07,"Si la perfection existe, on s'en approche ...",5.0,family,43,"Lyon est la ville de la gastronomie, mais toutes les tables ne sont pas à la hauteur de cette citation. Ici la table est à la bonne hauteur ... cuisine classique, revisitée avec créativité par Mathieu Viannay, l'ambiance est propice à passer un bon moment, le temps s'arrête et on se plaît à prendre son temps. Très bonne table, service agréable, on aime y revenir régulièrement, pour des occasions festives ou sans autre raison que celle d'être sûr de ne pas être déçu.",lyon ville gastronomie toutes table hauteur cette citation ici table bonne hauteur cuisine classique revisitée créativité mathieu viannay lambiance propice passer bon moment temp sarrête plaît prendre temp très bonne table service agréable aime revenir régulièrement occasion festives sans autre raison celle dêtre sûr être déçu,2014,10
Pierre-Olivier C,pierreolivierc140,2014-10-07,approche de la perfection,5.0,friends,11,"L'accueil, l'ambiance , la chaleur élégante du personnel, mettent en relief la qualité du repas.
Quelle belle soirée!",laccueil lambiance chaleur élégante personnel mettent relief qualité repas quelle belle soirée,2014,10
name,2jonq,2014-10-06,Grand moment de gastronomie,5.0,No information,245,"Accueil chaleureux et naturel puis voyage gastronomique magique !
Nous recommandons à la carte la Poularde de Bresse, plat pour 2 personnes,  servie suivant 2 préparations une fois découpée et accompagnée d un Nuits St Georges, le bonheur ! Quant au souffle au Grand Marnier et Paris Brest... deux merveilles !
C est évidemment une adresse à ne pas manquer. 

",accueil chaleureux naturel puis voyage gastronomique magique recommandons carte poularde bresse plat personnes servie suivant préparations fois découpée accompagnée nuits george bonheur quant souffle grand marnier paris brest deux merveilles évidemment adresse manquer,2014,10
yet63,yet63,2014-09-12,extraordinaire,5.0,family,403,"une institution située dans une petite rue au Nord de l'opéra. Depuis bientôt un siècle ce restaurant autrefois trois macarons n'en a actuellement que deux, mais en mérite amplement trois. Accueil empressé, mais non guindé, un personnel nombreux, discret et efficace. De petits salons, une ou plusieurs tables selon votre réservation. Deux étages, le tout autour d'une traboule fermée qui a conservé son pavage. 
Dès l'entrée, tout donne envie. Une cave somptueuse, des apéritifs à prix très corrects. Nous nous sommes fait plaisir en prenant le menu classique autour de 3 plats. Fort heureusement, le choix entre le foie gras aux artichauts, la spécialité maison, proche de la perfection, et la mousse de brochet au homard, qui atteint des sommets au niveau saveurs, aurait été fort difficile.  Une pomme de ris de veau étonnante, pois à la française qui redore l'image des petits pois. Des fromages affinés variés et excellents, et un dessert au choix parmi deux classiques, soufflé ou Paris Brest.  Si on compte les amuse bouche, les pré repas, les pré dessert, les mignardises et les sucreries, on ressort de ce restaurant avec l'idée qu'on a fait un déjeuner sublime, qu'on ne nous a pas plaint les assiettes, tant c'est copieux et délicieux. Évidemment, pour tout cela, l'addition n'est pas sage, mais cela vaut largement ce qu'on a investi. une seule envie, y retourner. Un seul regret, c'est quand on sort.",institution située petite rue nord lopéra depuis bientôt siècle restaurant autrefois trois macarons nen actuellement deux mérite amplement trois accueil empressé non guindé personnel nombreux discret efficace petits salon plusieurs table selon réservation deux étages tout autour dune traboule fermée conservé pavage dès lentrée tout donne envie cave somptueuse apéritifs prix très corrects somme fait plaisir prenant menu classique autour plat fort heureusement choix entre foie gras artichauts spécialité maison proche perfection mousse brochet homard atteint sommets niveau saveurs fort difficile pomme veau étonnante poi française redore limage petits poi fromages affinés variés excellents dessert choix parmi deux classiques soufflé paris brest compte amuse bouche pré repas pré dessert mignardises sucreries ressort restaurant lidée quon fait déjeuner sublime quon plaint assiettes tant cest copieux délicieux évidemment tout cela laddition nest sage cela vaut largement quon investi seule envie retourner seul regret cest quand sort,2014,9
Fabrice R,209FabriceR,2014-09-06,Excellent moment,5.0,business,43,"Une très grande soirée formule dégustation avec accord mets et vins juste parfait. Personnel aux petits soins, le sommelier (e) nous a fait voyager  sachant à chaque fois nous expliquer  la région, le vignoble. Le repas parfait, copieux, innovant de la pré-entrée au dessert en passant par un choix incroyable de fromages, au delà même de nos attentes en entrant dans ce deux étoiles 
Un grand merci au chef. Mathieu Viannay pour sa cuisine et sa gentillesse passant de table en table pour discuter avec ses clients et nous faire partager sa passion ",très grande soirée formule dégustation accord mets vins juste parfait personnel petits soins sommelier fait voyager sachant chaque fois expliquer région vignoble repas parfait copieux innovant préentrée dessert passant choix incroyable fromages delà attentes entrant deux étoiles grand merci chef mathieu viannay cuisine gentillesse passant table table discuter client faire partager passion,2014,9
Xav6938,Xav6938,2014-09-02,Pure moment de bonheur !,5.0,couples,46,"Que dire de plus, tout est dans le titre. Nous avons choisi pour fêter notre anniversaire de mariage et nous sommes ressortis ravis ! 
Tout a été parfait : accueil, service très pro, toujours présent sans être envahissant, et surtout souriant, passage du chef en début de repas pour nous souhaiter de passer un bon moment, cadre et décoration des lieux... et que dire de la qualité de la cuisine, tout simplement parfaite avec des associations de saveurs parfois étonnantes et des goûts bien marqués !!!

Bravo M. Viannay, continuez de nous régaler. Comme vous l'a dit mon épouse avant de partir, nous reviendrons !",dire plus tout titre avon choisi fêter anniversaire mariage somme ressortis ravis tout parfait accueil service très pro toujours présent sans être envahissant surtout souriant passage chef début repas souhaiter passer bon moment cadre décoration lieux dire qualité cuisine tout simplement parfaite association saveurs parfois étonnantes goûts bien marqués bravo viannay continuez régaler comme dit épouse avant partir reviendrons,2014,9
AlexFlolyon,AlexFlolyon,2014-08-03,Tres bien,5.0,friends,12,"Tout était parfait pour ce déjeuner passé en compagnie d une amie : mets et vins excellents, accueil et service impeccable. Une valeur sure !",tout parfait déjeuner passé compagnie amie mets vins excellents accueil service impeccable valeur sure,2014,8
Patrice E,patricedu05,2014-08-03,divin !,5.0,family,3036,"du début à la fin c'est beau , c'est bon ,c'est original , c'est exactement cela que l'on est venu chercher ! le voyage est dans l’assiette ! reste la note................. qui va avec le repas !",début fin cest beau cest bon cest original cest exactement cela lon venu chercher voyage lassiette reste note repas,2014,8
isabelle F,isabellef872,2014-07-29,pure bonheur,5.0,friends,3,"De retour de vacance, je suis invité dans cette belle maison de Lyon, et la reputation est bien a la hauteur de la qualité culinaire que l'on peut trouver dans l'assiette.

le maquereau est juste une pure merveille, moi en plus qui n'en raffole pas.

le service est attentionné, professionnel et d'une gentillesse exceptionnelle.

un mot BRAVO",retour vacance invité cette belle maison lyon reputation bien hauteur qualité culinaire lon peut trouver lassiette maquereau juste pure merveille plus nen raffole service attentionné professionnel dune gentillesse exceptionnelle mot bravo,2014,7
19Eric57,19Eric57,2014-07-26,2 étoiles?,3.0,friends,2559,"Au risque de me poser en total décalage avec les autres, j’ai plutôt un avis mitigé sur cette très ancienne maison de bouche à  Lyon. Je  m’y suis rendu en mai avec plusieurs de mes amis. Dès l’entrée dans le restaurant, j’ai eu l’odorat dérangé. Cela semblait provenir de la moquette et ce n’était pas agréable.  Qui plus est, j’ai tout de suite été gêné par le manque d’air, d’espace et par la décoration « old fashion ».  Au niveau du repas et des boissons, le rapport prix/qualité n’était pas au rendez-vous.  C’était bon, très (trop) classique et pas DU TOUT au niveau auquel je m’attendais dans un « deux étoiles ». Je m’attendais à être surpris tout au long du repas et pas uniquement en recevant l’addition.   Service voiturier très utile au vu de la situation de l’établissement.",risque poser total décalage autres jai plutôt avis mitigé cette très ancienne maison bouche lyon rendu mai plusieurs amis dès lentrée restaurant jai lodorat dérangé cela semblait provenir moquette nétait agréable plus jai tout suite gêné manque dair despace décoration old fashion niveau repas boissons rapport prixqualité nétait rendezvous cétait bon très trop classique tout niveau auquel mattendais deux étoiles mattendais être surpris tout long repas uniquement recevant laddition service voiturier très utile situation létablissement,2014,7
rico2009,rico2009,2014-07-21,moment  de plaisir,5.0,couples,119,"diner en amoureux ,rien  a redire la cuisine et excellent (dommage pour le bruit qui venait du lieu de préparation) .le service impeccable ,le maitre d'hotel vient parler avec vous ,de tout et de rien 
on et au petit soin du début a la fin .impossible de finir les guimauves avec le café.
on nous a proposé de les emporter .carte dédicacé par le chef(pour moi perso ,j'aurais  bien aimé le rencontrés ) moment  innoubliable",diner amoureux rien redire cuisine excellent dommage bruit venait lieu préparation service impeccable maitre dhotel vient parler tout rien petit soin début fin impossible finir guimauves café proposé emporter carte dédicacé chefpour perso jaurais bien aimé rencontrés moment innoubliable,2014,7
gael g,138gaelg,2014-07-19,Belle adresse pour dîner romantique,4.0,none,18,"C'était la première fois que je me rendais dans un restaurant étoile, et ça restera un beau souvenir de soirée en couple.
Le passage devant les cuisines avec l'acceuil du chef et de l'équipe fait plaisir. Nous avons pris le dîner de saison, et nous nous sommes régales. Les plats sont simples et très aboutis au niveau du goût et de la présentation. Notre repas a été accompagné d'amuse bouche, de mignardises et de confiseries en fin de repas. Les serveurs essayent de trouver une distance adaptee mais conviviale par rapport aux clients. La salle était plaisante sans trop de bruit. Il est vrai que ça reste une soirée un peu chère, mais qui sort vraiment de l'ordinaire. Puis le chef à la porte de son bar adjacent nous reconnaît et nous demandent si nous avons passé une bonne soirée...petite attention agréable ",cétait première fois rendais restaurant étoile restera beau souvenir soirée couple passage devant cuisine lacceuil chef léquipe fait plaisir avon pris dîner saison somme régales plat simple très aboutis niveau goût présentation repas accompagné damuse bouche mignardises confiseries fin repas serveurs essayent trouver distance adaptee conviviale rapport client salle plaisante sans trop bruit vrai reste soirée peu chère sort vraiment lordinaire puis chef porte bar adjacent reconnaît demandent avon passé bonne soiréepetite attention agréable,2014,7
Pascale M,LADYEtampes,2014-07-16,Ce Paris Brest !,4.0,No information,13,"Dîner en amoureux car ce restaurant-institution. Service diligent sans être guindé. Excellent conseil du sommelier qui nous a faut découvrir un vin s'alliant avec tous nos plats en restent même en dessous du budget assigné. 
Un peu déçus par l'entrée (pâté en croûte de volaille et foie gras) mais enthousiasmés par les plats (notamment la mousseline de homard) et par le dessert : LE Paris Brest, absolument mythique.
",dîner amoureux car restaurantinstitution service diligent sans être guindé excellent conseil sommelier faut découvrir vin salliant tous plat restent dessous budget assigné peu déçus lentrée pâté croûte volaille foie gras enthousiasmés plat notamment mousseline homard dessert paris brest absolument mythique,2014,7
BonVivant,DoudouGE,2014-07-14,Soirée d'anniversaire pour ma belle,5.0,No information,215,"Nous avons dîner dans la salle historique celle du bar, je ne la connaissais pas, mais maintenant je réserverai à chaque fois dans celle ci, l'ambiance est géniale et très bistrot d'époque! Nous nous sommes régalés du début jusqu'à la guimauve maison avec le café...merci Mathieu pour cette cuisine des mères avec ces jus réduits délicieux!!! Je recommande le Clos de la Bousse d'Or Volnay 1er cru en 2009.
",avon dîner salle historique celle bar connaissais maintenant réserverai chaque fois celle lambiance géniale très bistrot dépoque somme régalés début jusquà guimauve maison cafémerci mathieu cette cuisine mères jus réduits délicieux recommande clos bousse dor volnay cru,2014,7
jmde39,jmde39,2014-07-13,Toujours un grand moment,5.0,business,69,"Par chance, j'ai pu dîner pour la 3ème fois en quelques mois dans cette institution.
Je prend le temps de réécrire un commentaire pour exprimer mon plaisir car 2 plats m'ont ému :
Une entrée sur la base de simples filets de maquereau dont la cuisson et le goût furent mémorables avec un zeste de poutargue. L'art de sublimer les choses simples : bravo monsieur.
Un Paris Brest, dessert que j'ai plusieurs fois goûté, même chez des 3 macarons et celui ci est parfait.
Un petit bémol, l'accueil manque de chaleur, d'empathie. Un tel chef mérite que la fête soit complète, c'est un détail mais  qui compte.
Encore bravo monsieur Viannay",chance jai dîner ème fois quelques mois cette institution prend temp réécrire commentaire exprimer plaisir car plat mont ému entrée base simple filet maquereau dont cuisson goût mémorables zeste poutargue lart sublimer choses simple bravo monsieur paris brest dessert jai plusieurs fois goûté chez macarons celui parfait petit bémol laccueil manque chaleur dempathie tel chef mérite fête complète cest détail compte encore bravo monsieur viannay,2014,7
CLAUDINE W,CLAUDINEW786,2014-07-10,Délicieux et adapté au régime sans gluten,5.0,business,92,"Nous y avons déjeuné en amoureux, cadre très luxueux, nous nous somme régalés avec le menu de saison à 70 euros (entrée plat dessert). En réservant nous avions précisé mon allergie au gluten, le restaurant avait prévu du pain délicieux pris dans magasin bio et ils ont pu me conseiller sur le menu et adapter certains plats. Le chef est passé en salle et le service était très aimable. Seul petit bémol le vin était un peu cher et pas spécialement exceptionnel ( 48 euros la demi bouteille de Cornas).",avon déjeuné amoureux cadre très luxueux somme régalés menu saison euro entrée plat dessert réservant précisé allergie gluten restaurant prévu pain délicieux pris magasin bio conseiller menu adapter certains plat chef passé salle service très aimable seul petit bémol vin peu cher spécialement exceptionnel euro demi bouteille cornas,2014,7
jeanne d,gaxs2014,2014-06-25,excellent,5.0,couples,2,"Nous avons passé un formidable moment gourmand , de l entrée au dessert. Je recommande cette adresse , que l on m avait moi même conseillée !",avon passé formidable moment gourmand entrée dessert recommande cette adresse conseillée,2014,6
Florence T,34florencet,2014-06-21,Délicieux dans une ambiance sophistiquée mais sans chichi,5.0,business,45,"Nous fêtons votre anniversaire de mariage autour du menu tradition revisité. Saveurs délicates, mention spéciale a ce qu'ailleurs on appelerait une quenelle et qui est un délicat soufflé de homard. Et le Paris Brest ...à tomber par terre. Le chef est en cuisine (cela devient rare) et passe vous voir pour avoir- vraiment votre avis . Le service est attentif mais jamais guindé,  on est ici pour vivre le plaisir de la cuisine.",fêtons anniversaire mariage autour menu tradition revisité saveurs délicates mention spéciale quailleurs appelerait quenelle délicat soufflé homard paris brest tomber terre chef cuisine cela devient rare passe voir avoir vraiment avis service attentif jamais guindé ici vivre plaisir cuisine,2014,6
Eve008686,Eve008686,2014-06-17,Magnifique,5.0,none,75,"Tout est parfait . Le service attentionné, la cuisine inventive raffinée , un excellent rapport qualité prix pour un établissement de cette qualité .",tout parfait service attentionné cuisine inventive raffinée excellent rapport qualité prix établissement cette qualité,2014,6
Thom D,thomd677,2014-06-17,Plaisir et expérience,5.0,couples,4,"Excellent souvenir, accueil professionnel tout restant vraiment sympatrique (et vraiment plein d'attention). Cadre épuré et plaisant. Saveurs fines, bien associées, mets parfaitement présentés. Vins superbement conseillés. Tout petits bémol sur une cuisson de viande et un dessert un peu chargé en gout sur la fin, mais sinon soirée exceptionnel et mémorable.",excellent souvenir accueil professionnel tout restant vraiment sympatrique vraiment plein dattention cadre épuré plaisant saveurs fine bien associées mets parfaitement présentés vins superbement conseillés tout petits bémol cuisson viande dessert peu chargé gout fin sinon soirée exceptionnel mémorable,2014,6
Titillais,Titillais,2014-06-10,Magnifique!Tout était parfait:un délice suprême!Du grand Art dans un lieu chargé d'histoire...culinaire!Mille merci!,5.0,No information,2,"Un lieu chargé d'histoire...Mille merci pour cette journée magnifique!Du grand Art...de la table.Un personnel prévenant,attentionné...et une cuisine de l'excellence!",lieu chargé dhistoiremille merci cette journée magnifiquedu grand artde tableun personnel prévenantattentionnéet cuisine lexcellence,2014,6
Yann Loic P,yannloicp,2014-06-09,Excellente table lyonnaise !,4.0,family,64,"Voila un bel hommage rendu à Eugénie BRAZIER, par le Chef Mathieu VIANNAY.
Du bouchon de la rue Royale, il reste les murs chargés d'histoire qui diffusent une belle atmosphère chaleureuse, écrin agréable d'une belle cuisine qui sublime les plats qui ont fait la gloire de la Mère Lyonnaise.
Le Menu ""Classique"" composé de trois plats : 1- Déclinaisons d'Artichauts et Foies Gras, très agréable, 2- Mousseline de Brochet, Homard et Petits Légumes, Jus de Carapaces à l’Absinthe, d'une subtilité et d'un équilibre rare, 3- Pomme de Ris de Veau Viennoise, Petits Pois à la Française, délicieux et rassasiant pour finir sur ""LE"" Paris-Brest, une merveille de perfection et de douceur !
Bref, le Chef VIANNAY, (M.O.F) présent et très avenant, tient son rang et la réputation devenue sienne, qui le précédait pourtant.
Une brigade efficace, un passe-plats réagissant au rythme des clappements de mains du Chef et un service en salle agréable et attentionné sublimé par une sommelière passionnée et enthousiaste.
A n'en pas douter, l'une des meilleure table lyonnaise !",voila bel hommage rendu eugénie brazier chef mathieu viannay bouchon rue royale reste murs chargés dhistoire diffusent belle atmosphère chaleureuse écrin agréable dune belle cuisine sublime plat fait gloire mère lyonnaise menu classique composé trois plat déclinaisons dartichauts foies gras très agréable mousseline brochet homard petits légumes jus carapace labsinthe dune subtilité dun équilibre rare pomme veau viennoise petits poi française délicieux rassasiant finir parisbrest merveille perfection douceur bref chef viannay mof présent très avenant tient rang réputation devenue sienne précédait pourtant brigade efficace passeplats réagissant rythme clappements main chef service salle agréable attentionné sublimé sommelière passionnée enthousiaste nen douter lune meilleure table lyonnaise,2014,6
bfexcell,bfexcell,2014-06-04,Une excellente adresse,5.0,family,143,"Très bon rapport qualité-prix. Service parfait et très bienveillant. Cadre agréable , voila de quoi faire du repas pris chez ""La Mère Brazier"" un grand moment et un excellent souvenir. Ne manquez pas la Poularde de Bresse en Vessie...",très bon rapport qualitéprix service parfait très bienveillant cadre agréable voila quoi faire repas pris chez mère brazier grand moment excellent souvenir manquez poularde bresse vessie,2014,6
Clement G,964clementg,2014-06-02,Le classique rajeuni,5.0,couples,110,"Une très belle ambiance, accueil par le chef en personne qui reviendra un peu plus tard prendre la température de la salle et qui prend le temps d'échanger sur la réalisation d'un plat.
Sommelier d’excellent conseil pour défricher la longue carte de la vallée du Rhône.
Un seul reproche, les plats sont particulièrement copieux et nous sommes pourtant de gros mangeurs.",très belle ambiance accueil chef personne reviendra peu plus tard prendre température salle prend temp déchanger réalisation dun plat sommelier dexcellent conseil défricher longue carte vallée rhône seul reproche plat particulièrement copieux somme pourtant gros mangeurs,2014,6
Kevin-Maud,Kevin-Maud,2014-05-31,Excellent !,5.0,couples,11,"Nous étions venus pour un anniversaire ou nous avions réservé une table pour 4, super moment, un régal pour les papilles et un service 3 étoiles !",venus anniversaire réservé table super moment régal papilles service étoiles,2014,5
