user;user_profile;date_review;title;rating;type_visit;num_contributions;review;restaurant
benedicte b;benedicteb553;22 octobre 2024;Il faut y aller;5.0;family;2;Super bouchon. Personnel tres amiable et efficace. Super nourriture, excellent foie gras. Tout est delicieux. Je recommande. Il fair reserver;Le Vieux Lyon
Laetitia D;laetitiadG4131BB;12 octobre 2024;Un véritable bouchon lyonnais;5.0;friends;1;Il s'agit d'un véritable bouchon lyonnais. On s'est régalé de l'entrée au dessert. La serveuse était très accueillante.;Le Vieux Lyon
FLVLD;Pioneer17663044370;11 octobre 2024;Loin de l'attrape-touriste;5.0;couples;72;Comme beaucoup je pense, c'était mon premier bouchon lyonnais et quelle surprise ! Loin de l'attrape-touriste, et proposant des prix très corrects, on a le droit dans ce restaurant à une cuisine maison généreuse et riche en saveurs. De la bonne cuisine française, de qualité et servie par un personnel très agréable. Sans aucun doute l'un des restaurants à faire dans le Vieux-Lyon, pas étonnant qu'il faille faire la queue pour y manger.;Le Vieux Lyon
Abby BL;arbybree;4 octobre 2024;Délice;5.0;friends;105;"Très bon bouchon lyonnais 
Large choix de repas
On s'est régalées ! 
Je recommande sans problème ce restaurant à faire à Lyon ";Le Vieux Lyon
Sussi69;Sussisos;4 octobre 2024;On y retournera un jour 🙂;4.0;friends;22;Les plats ont été servis rapidement. L'expérience que moi et mon ami ont vécu a été le contraire du cliché qu'on a souvent que sur le chemin où fréquente les touristes, on ne trouve pas de bon restaurant. Je fais découvrir à mon ami Lyon et ses restaurants du perle et nous ne sommes pas déçus. ;Le Vieux Lyon
Polabirdy;polabirdy;3 octobre 2024;Super endroit et super découverte!!;5.0;family;245;"Le cadre est mignon, le pris est raisonnable, et le service est top!

Franchement c’est une super adresse avec de très bons plats et un service agréable et même drôle! 

Je recommande énormément c’est super, un super bouchon lyonnais😁";Le Vieux Lyon
Richard L;richardlJ1720EY;30 septembre 2024;Super resto;5.0;business;1;Un resto au top avec surtout un Johann au top qui nous a régalé toute la soirée! De l’entrée au dessert tout est excellent!!!;Le Vieux Lyon
Frederique P;frederiquep2013;8 septembre 2024;A refaire;5.0;family;12;"Que dire , tout y est , l ambiance,  la qualité de la cuisine et le prix !!
Très bonne découverte. 
Ne changez rien !
Nous reviendrons.";Le Vieux Lyon
Cyril T;cyrilt433;5 septembre 2024;Belle expérience au Vieux Lyon;5.0;friends;1;Équipe sympa et très accueillante ! Très bien manger, une soupe à l’oignon excellente et une cervelle de canuts au top ! Je conseille ! N’hésitez surtout pas !;Le Vieux Lyon
M30N;M30N;4 septembre 2024;vous pouvez réserver !!!;5.0;family;52;Accueil plus qu'agréable et prévenant. Le repas rapport qualité prix très bien et repas copieux. Nous avons passé un moment bien agréable. Bonne ambiance.;Le Vieux Lyon
Safari35847737257;Safari35847737257;2 septembre 2024;TOUT BIEN;5.0;family;1;"Une tres bonne surprise, du monde  partout ,( fin aout ) , le patron nous dit 10 mn d' attente , 5 mn apres on avait notre table dehors a l'ombre , les serveurs tres sympa , menu a 22eur entrée , plat et dessert tout tres bon .
je conseille vraiment .";Le Vieux Lyon
SAM;samuelmS989LW;23 août 2024;Excellent Bouchon Lyonnais;5.0;family;8;"Personnel accueillant, bon accueil et service. 
Repas frais et bon. 
Bon rapport qualité prix 
Je recommande vivement!
Bonne expérience !";Le Vieux Lyon
Marie-France R;GoPlaces705728;6 août 2024;Une belle découverte gustative;5.0;couples;1;"Nous avons découvert ce restaurant un peu par hasard, un des seuls ouverts le dimanche soir. Nous avons été conquis par l'accueil, le décor, les choix au menu et ...le prix ""bouchon"" ! (pas les prix prohibitifs pratiqués par certains restos dans la même rue)  Bref, nous nous sommes tellement régalés que nous y sommes allés 3 soirs d'affiliée. Alors, si vous souhaitez découvrir la véritable cuisine lyonnaise, allez y sans hésiter.";Le Vieux Lyon
Charlotte Genty;charlotte_genty;4 août 2024;Très belle soirée;4.0;friends;19;"Petit bouchon très sympa au cœur de Lyon, qui représente bien les spécialités lyonnaises! 
Personnel très agréable, nourriture très bonne, fraîche et bien cuisiné !";Le Vieux Lyon
harissaben;harissaben;3 août 2024;Vrai bouchon Lyonnais;5.0;family;103;"Bouchon typique, cuisine excellente sur tout les plats. Menu enfant copieux et avec de la très bonne charcuterie.
La quenelle de brochet de Lyon est parfaitement maîtrisé.
Les desserts sont tous bon et bien équilibré même la tarte au praline qui n’est pas trop sucré !";Le Vieux Lyon
Marie A;arroujerome;28 juillet 2024;Très bonne adresse;5.0;family;25;Le bouchon lyonnais par excellence. Nous nous sommes régalés et avons découvert de nouvelles saveurs. Le personnel était super dynamique et prévenant. Bonne adresse à conseiller!;Le Vieux Lyon
fredo-joce;fredo-joce;27 juillet 2024;un bon plan;4.0;friends;1046;"nous sommes 8, nous voulons une terrasse : de nombreux restaurants sont fermés (c’est juillet) ou complets (c’est samedi). le Vieux Lyon nous accepte mais au premier service. 

effectivement il y a 2 services et si l’on vient vers 19:20 on part naturellement vers 21:30 à moins de vraiment stagner sur place, et personne ne nous pousse dehors ce qui est très respectueux. 
les prix sont très raisonnables dans une telle zone touristique, et la terrasse sur la rue Saint-Jean vaut le coup. 
les plats sont bons, hormis le saumon (trop gras ; pas assez cuit ; mais c’est un bouchon et dans un bouchon, on sait faire surtout la cuisine lyonnaise). 
le pot de morgon n’était pas bon. pour le prix, on ne le renvoie même pas. 

néanmoins, c’est un endroit à visiter, nous sommes bien accueillis, pour un bon rapport qualité /prix : nous reviendrons.";Le Vieux Lyon
DELIDAIS E;delidaise;15 juillet 2024;Resto choisi au hasard, et le hasard fait bien les choses !;5.0;family;3;Nous avions réservé en fin d'am. Accueil sympa, service relativement rapide malgré beaucoup de monde. Un repas délicieux avec des plats typiquement lyonnais. A recommander !;Le Vieux Lyon
popypop;popypop;13 juillet 2024;Ne donne pas envie.;1.0;friends;296;Ayant fait une réservation pour 19:30, je téléphone la veille pour demander si c’est possible de décaler à 20:00. Mon interlocuteur me répond sèchement: « Non! Je ne fais pas de service à 20:00 ». Ok… Je lui dis alors que j’aurais peut être 15 mn de retard. Et là il me répond sur un ton méprisant « Ben faites au mieux ». J’ai fait au mieux, j’ai annulé. Quand on travaille dans un commerce, on peut se montrer agréable ou expliquer qu’il y a un deuxième service à 21:30. Ce genre de restaurateur n’a apparement pas besoin de fidéliser sa clientèle. Et après ca vient pleurer que ça a du mal à payer les charges…;Le Vieux Lyon
Francois B;U3460XDfrancoisb;30 juin 2024;Un excellent repas lyonnais;5.0;business;4;"Le plaisir d'un vrai bouchon lyonnais 
Un excellent repas avec un service professionnel et agréable. Tout ça avec un tarif de bouchon : très raisonnable ";Le Vieux Lyon
christophe f;christophef109;30 juin 2024;une très bonne adresse pour découvrir la cuisine lyonnaise;4.0;family;79;"beaucoup de monde le dimanche midi dans Lyon mais avec le beau temps, le repas en terrasse est très agréable
Attention : réservation obligatoire
un bouchon lyonnais qui sait cultiver l'art de l'accueil, une découverte agréable avec des plats traditionnels lyonnais. carte variée et présentation gourmande
plat+dessert+boisson pour 25e par personne
service sympathique et professionnel";Le Vieux Lyon
Valentin G;valentingI6908ME;28 juin 2024;DÉLICIEUX;5.0;friends;47;"Comment venir sur Lyon sans goûter un bouchon lyonnais.
Nous avons dégusté un très bon repas. Le service a été efficace et rapide.
Le filet mignon sauce st-Marcelin est de loin le meilleur repas que j'ai mangé ces derniers mois.
Tous les plats avec sauces sont excellents.
Félicitations et merci.";Le Vieux Lyon
Fannyfanelie;Fannyfanelie;22 juin 2024;Une adresse à découvrir dans le vieux Lyon;5.0;couples;27;Belle découverte, j'ai fait confiance aux commentaires. Nous avions réservé et il semble important de le faire pour se donner une chance d'avoir une place. Menu à 22.9 avec un rapport qualité prix indiscutable. Saucisson brioché bon, suprême de poulet aux cèpes et frites maison excellents! Et la tarte à la praline superbe. Une adresse que nous gardons précieusement.;Le Vieux Lyon
51josepha;51josepha;13 juin 2024;Excellent;5.0;couples;19;Belle découverte : cuisine maison avec un très bon rapport qualité prix. Produit de choix bien cuisiné. Service efficace et sympathique. Ambiance bouchon garantie;Le Vieux Lyon
Florence B;florencebZ8383FZ;22 mai 2024;Bonne adresse;5.0;couples;2;"Nous avons pris le menu a 22.5 euros.
Très bon rapport qualité prix.
Tout était bon de l'entrée au dessert 
Le personnel est d'une grande gentillesse et très souriant.";Le Vieux Lyon
mickey001;mickey001;20 mai 2024;Une référence;5.0;family;193;"Très bon restaurant cuisine familiale de spécialités lyonnaise.
A titre personnel un des meilleurs de la vieille ville 
Il est indispensable de réserver.
Merci à très bientôt ";Le Vieux Lyon
ludivine L.;ludithys;19 mai 2024;Parfait A à Z;5.0;family;16;Nous sommes venus d'Avignon pour fêter les 20 ans de mon fils dans ce typique Bouchon Lyonnais ( Nous avions mis le restaurant dans la confidence lors de la réservation) le personnel est au top et souriant, les plats étaient copieux et excellents et l'attention pour mon fils au dessert avec la petite chanson était géniale ! Mon fils était super heureux ! Merci encore pour ce superbe moment, nous reviendrons !!!;Le Vieux Lyon
jf V;879jfv;18 mai 2024;Je recommande;5.0;family;6;Je recommande vivement ce restaurant, de passage sur Lyon, très belle découverte, personnel et organisation très pro, c'est appréciable, merci pour ce bon moment.;Le Vieux Lyon
Christelle;Odyssey54310710970;18 mai 2024;Restaurant excellent à refaire 🤩;5.0;couples;86;Excellent restaurant, nous avons passé un agréable moment. Accueil très sympathique. Nous nous sommes régalés. Rapport qualité/prix rien à redire. Nous reviendrons avec plaisir dans cet établissement.;Le Vieux Lyon
lisaby2016;lisaby2016;13 mai 2024;C’est ici qu’il faut vous arrêtez dans le vieux Lyon !;5.0;couples;83;Cuisine de qualité et typique de la région. Serveurs professionnels et compétents. Nous recommandons ce restaurant les yeux fermés;Le Vieux Lyon
Olivier S;OlivierS638;11 mai 2024;THÉ adress du «  vieux Lyon «;5.0;family;22;"THE address du vieux Lyon 
Bon , fait maison , copieux 
Accueil chaleureux plus que top … 
 Une spéciale dédicace à Yohan ! Avec un sens de la relation. Client ++++ recommandé +++";Le Vieux Lyon
Fabmiva;Fabmiva;10 mai 2024;Très bon bouchon;5.0;friends;5;"Un super bouchon lyonnais
Serveurs très sympa et un service au top
Les plats sont copieux et de très bon goût 
Des spécialités lyonnaises comme on en espère 
Bravo à vous !";Le Vieux Lyon
NesNesOntheRoad;NesNesOntheRoad;9 mai 2024;Très bien!;5.0;couples;86;Franchement très bien, petit bouchon bien comme il faut, les plats étaient très bons, et le service au top. Nous avons vraiment appréciés !;Le Vieux Lyon
PaprikaSwitzerland;PaprikaSwitzerland;3 mai 2024;À recommander!!;5.0;couples;197;Très bon service super efficace et merci surtout à cette jeune serveuse, qui fait aussi des études de comédie, vraiment efficace et gentille ! Très bon repas servi en terrasse, les plats étaient succulents. Le chef se la pète un peu même s’il est efficace. Il devrait mieux considérer son super personnel!!;Le Vieux Lyon
unaltered;unaltered;3 mai 2024;Cheucheu à Lyon;5.0;friends;14;"Service rapide et chef chaleureux.
Nous avons mangé en terrasse des produits de qualité en quantité suffisante. 
Le rapport qualité/prix est bon. Une bonne adresse pour le déjeuner.";Le Vieux Lyon
Richard C;243RichardC;2 mai 2024;Résumement Lyon;5.0;couples;90;Un super restaurant, service parfait, menu de moyen prix succulent, faisant découvrir les saveurs locales, les portions sont parfaites, très typique, Saucisson brioché, quenelles au brochet, pâte de foie, bref, grand moment de gastronomie ;Le Vieux Lyon
Christian S;579christians;29 avril 2024;Forte déception;3.0;couples;295;Nous étions heureux de retourner diner deux ans plus tard dans ce bouchon. Quelle déception. Le personnel est toujours sympathique et professionnel mais la carte et la cuisine ne sont plus au niveau d'un authentique bouchon lyonnais. Le saumon mariné et surtout le tablier de sapeur ne sont plus servis. Merci d'ailleurs de mettre à jour le menu sur Internet. Le filet de boeuf saignant est arrivé à point et la sauce au saint marcelin est sans saveur comme les frites. Dans ce contexte nous avons préféré ne pas prendre de dessert. C'est devenu une brasserie avec plats lyonnais classiques pour touristes. Les prix sont encore sages. Mais pour un gone comme moi, mieux vaut passer son chemin la prochaine fois.;Le Vieux Lyon
Road38140-88;Road38140-88;28 avril 2024;Très bonne adresse;5.0;friends;62;"Énorme !!
Ce restaurant est une superbe adresse. 
Ambiance d’un bouchon lyonnais avec du personnel  très agréable et un très bon niveau de plats savoureux. Très bon rapport qualité prix. 
Pensez à réserver.";Le Vieux Lyon
LoFrance69;LoFrance69;18 avril 2024;lyonnaisement recommandé!;5.0;friends;191;Excellent ! une formule complète lyonnaise à 22,50€ comprenant une entrée, un plat et un dessert de très bonne qualité. Du personnel souriant et serviable.;Le Vieux Lyon
sab T;190sabt;15 avril 2024;Parfait;5.0;friends;1;Très très bon serveur et serveuse super ...sauf le serveur à la casquette humour spécial...repas très très bon très bonne qualité des produits et hygiène parfaite nous avons mangé en terrasse très jolie cadre service rapide et nous avions réservé  ils nous ont installé pile à l'heure;Le Vieux Lyon
valerie1606;valerie1606;14 avril 2024;Belle découverte;5.0;couples;27;"Petit bouchonavec un patron très efficace. Un personnel très gentil et rapide. Le menu est top et tous les mets sont frais.
Nous y retournerons sans hésiter.";Le Vieux Lyon
Delphine L;H6127NOdelphinel;31 mars 2024;Excellent;4.0;couples;87;Un petit bouchon typique et atypique. Une belle découverte. On a très bien mangé. Produits frais et fait maison. Un personnel très sympa. On ne peut que le conseiller.;Le Vieux Lyon
Jérôme S;Jerome1562;30 mars 2024;Top;5.0;friends;1;Restaurant authentique, bonne cuisine et très bonne qualité-prix. Nous étions une tablée de 9 personnes, service rapide et de qualité. À recommander.;Le Vieux Lyon
EVA H;L5776UHevah;16 mars 2024;Bouchon médiocre;2.0;business;2;Repas et services mediocres. Propreté limite. Ma bière sentait mauvais (fin du fût, donc j'ai demandé a changer ca n'a pas plu) Serveur désagréable (dépassé par les événements, 30 min d'attente pour payer, et en plus ca ne lui plaisait pas de nous faire des factures) si vous n'êtes pas capable de gérer des grosses tables, il ne faut pas les accepter.;Le Vieux Lyon
Sidonie-Flore;Sidonie-Flore;3 mars 2024;Il faut y aller sans hésiter !!!!;5.0;family;63;"Bouchon lyonnais au top, dans le vieux Lyon. 
Dans un cadre atypique, les nappes à carreaux rouges et blancs au rendez-vous....une fresque murale qui en jete..... 
L équipe est très chaleureuse, 
Les plats sont appétissants, copieux... 
Je recommande vivement cet établissement. Il vaut mieux réserver. 
";Le Vieux Lyon
Gary D;P8440GDgaryd;1 mars 2024;Super restaurant !;5.0;couples;5;Super repas! Personnel très sympathique et bienveillant ! Nous avons vraiment très bien mangé, belle découverte de l’ambiance des bouchons lyonnais. Tout est fait maison et les plats sont copieux.;Le Vieux Lyon
luc l;T2987ZAlucl;19 février 2024;Un Hazard qui fait bien les choses;5.0;couples;1;Un endroit atypique, que nous avons trouvé au hasard des rues, et le hasard a bien fait des choses. Une ambiance conviviale, une salle hyper sympa, une cuisine délicieuse accompagnée d’un vin super. N’hésitez pas tout est réuni pour passer une excellente soirée degustative….;Le Vieux Lyon
Jacques M;462jacquesm;13 février 2024;Qualité quantité bonne humeur;5.0;couples;12;"Convivial, carte du jour simple avec des mets de qualité.
Ça faisait longtemps que je n'avais pas mangé un gratinée à l'oignon aussi goûteuse, un régal.
Viande rouge saignante avec des frites maison , simple mais efficace.
Dessert praliné fin, bien meilleur que dans d'autres bouchons.
Le serveur de ce jour, a une belle gouaille, il est polyglotte, bilingue espagnol.";Le Vieux Lyon
olivier b;broignarto;5 février 2024;Le vieux Lyon dans le Vieux Lyon;5.0;friends;25;"En déplacement à Lyon pour deux jours, nous nous retrouvons dans le vieux Lyon afin de nous présenter les charmes de cette ville.

Afin de diner, notre choix se fait sur le Vieux Lyon.
Je vais commencer avec les mauvais points.
Etablissement de petite taille (deux salles mais de taille réduite) qui du coup est assez bruyant quand c'est rempli. Voila pour le négatif.
Pour le reste, accueil sympa, la carte est simple avec des menus au tarif raisonnable, la qualité des plats est au top et la cerise sur le gâteau, le serveur était au top, 5 étoiles juste pour lui.

Je vous conseille ce petit établissement.";Le Vieux Lyon
Phileas Fogg;phileas10106;4 février 2024;Un grand bouchon;5.0;family;724;Un lieu authentique et chaleureux où on déguste d'excellentes spécialités locales. Le service est bon et le rapport qualité-prix aussi. Je recommande.;Le Vieux Lyon
Aline L;K9465TAalinel;28 janvier 2024;Super petit restaurant;5.0;couples;17;Parfait. Vraiment au top ! Petit bouchon lyonnais comme on l imagine. Personnel super également.  On reviendra avec envie;Le Vieux Lyon
Michel B;michelbJ5556KD;24 janvier 2024;Très bonne surprise pour cette rue touristique;5.0;friends;7;Choisi au hasard des bouchons de la rue st jean. Très bonne surprise. Personnel aimable et professionnel et cuisine de qualité à un prix très raisonnable.  Le saucisson au lentilles excellent et que dire des profiterolles. J'y retournerai sûrement en revenant à lyon;Le Vieux Lyon
Renaudk59;Renaudk59;7 janvier 2024;Typique et savoureux !;5.0;couples;10;"Restaurant typique au coeur du vieux Lyon avec une carte variée ce qui est appréciable par rapport à d’autres bouchons.
Les plats sont copieux et savoureux. Accueil et service très aimables. Un bon moment, nous recommandons !";Le Vieux Lyon
Virginie C;virginiec989;3 janvier 2024;Petit bouchon;5.0;couples;8;Très bonne cuisine lyonnaise et les plats sont copieux. Les menus valent le coup. Je  recommande sans hésitation. Pensez à réserver. ;Le Vieux Lyon
K7322;K7322;31 décembre 2023;Très bon !;4.0;friends;701;"Petit bouchon dans le Vieux Lyon 
Réservation recommandée 
Personnel accueillant
Les plats sont bons et copieux. De très bonnes spécialités lyonnaises.";Le Vieux Lyon
Corani;lydies830;18 décembre 2023;Petit restaurant, bonne cuisine.;4.0;friends;162;Petit restaurant du quartier Saint-Jean avec une salle sur la rue et une en sous-sol, attention cette salle n'est pas faite pour des personnes à mobilité réduite, voire des enfants, car difficilement accessible, les marches de l'escalier sont verticales et très hautes. Personnel sympathique, cuisine copieuse, typiquement lyonnaise, bien cuisinée. Service efficace et rapide. On y mange bien ! ;Le Vieux Lyon
Audrey;audrey_lpt;16 décembre 2023;Cuisine de très bonne qualité mais service à revoir;2.0;friends;3;"Nous avions réservé à 21h15 pour neuf personnes dans le cadre d'un anniversaire.
A peine arrivés nous recevons un accueil glacial, nous comprenons très vite que la tablée de neuf n'est pas prête et que cela les dérange fortement. Nous avons donc patienté 30min dans le froid de décembre, tout ce qu'il me fallait pour guérir mon rhume.
Une fois installés, évidemment sans geste commercial et avec je précise une personne en bout de table dans le passage se déroule le service assez douteux. 
Pas de bloc note pour prendre nos commandes, donc plusieurs oublis et erreurs. Ceci dit on peut noter que la cuisine était délicieuse et copieuse.
Vient l'étape de l'addition. J'apprends d'abord que les prix indiqués sur la carte ne sont pas les bons et que nous devons payer plus cher. Nous payons séparément et nous apercevons que deux d'entre nous ont payés un euro de plus. Nous sommes donc allés réclamer.
Je ne sais pas si l'expérience que nous avons vécu découle de notre statut étudiant mais je trouve cela fort dommage.
Peut être ne s'agissait il pas de la bonne soirée, je recommande donc pour la cuisine mais pas le service.";Le Vieux Lyon
Pleau C;pleauc;15 décembre 2023;☠️Aimables comme une porte de prison!☠️;1.0;family;2;"L’accueil est plus glacial que les températures extérieures, pas eu le temps de goûter leurs plats… réservé 15 jours en avance, arrivés 15 minutes en avance et repartis 15 minutes après l’heure prévue!
 Désolé, on a un enfant de 2 ans et dans le froid dehors c’est pas l’idéal ! Pas à défaut de s’être présenté à l’accueil !
Après s’être pris plusieurs remarques déplacées de la part d’un commerçant nous avons quitté les lieux.
Merci à eux , on a été dans un autre restaurant bien plus sympathique ! 
La qualité de la cuisine ne fait pas tout !🥶😵‍💫";Le Vieux Lyon
Pat5867;Pat5867;10 décembre 2023;Très bonne;4.0;couples;287;"Pour la fête des lumières nous avions réservé certains établissements pour être sûr d'avoir de la place. Le ""Vieux Lyon"" porte bien son nom géographiquement et, est un endroit plus que remarquable. Déjà au rdc s'est petit (30 places max) et une superbe peinture au mur à droite, mais il y un caveau mais pas beaucoup plus grand. Le menu à 29€ est plus qu'appréciable: ravioles artisanales aux cèpes et pepites de foie gras, suivies de la ""traditionnelle"" quenelle et crème brulée.";Le Vieux Lyon
Mathieu S;mathieus0;15 novembre 2023;Un bouchon de qualité tout droit sorti des années 60;5.0;couples;15;"Un bouchon lyonnais hors du temps, avec ses nappes à carreaux et son bar à l'extrémité d'une salle assez exigüe.
La décoration est restée dans son jus depuis 1947, date d'ouverture du restaurant.
On y déguste une cuisine de terroir de qualité, généreusement servie.
Le foie gras maison est très bon.
L'apéritif maison, à la châtaigne, tout comme le saucisson à la bordelaise et ses lentilles, sont délicieux.
";Le Vieux Lyon
regina stella N;reginastellan2023;6 novembre 2023;Belle découverte et beau decor .;5.0;couples;1;"Super restaurant !
Bonne accueil. 
Et la bouffe est impeccable et  consistante.
A visiter absolument. 
";Le Vieux Lyon
Carodg;carodeguise;3 novembre 2023;Très bon moment;5.0;couples;33;"Très bonne cuisine : tête de veau succulente et la sauce St Marcellin du filet mignon est délicieuse
Profiteroles et crème brûlée au top!!
Je conseille à 100%";Le Vieux Lyon
Louise R;I1062SMlouiser;27 octobre 2023;Bon petit bouchon;5.0;family;1;"Endroit très agréable et personnels très sympa. J’ai adoré dîner en famille la-bas !
Ambiance et déco typique d’un petit bouchon lyonnais !";Le Vieux Lyon
Mikaël N;mikaeln405;26 octobre 2023;Une excellente adresse;5.0;business;6;"Une excellente adresse ! J'étais en déplacement professionnel et j'ai choisi ce bouchon lyonnais parmi tant d'autres, en me fiant aux avis. J'ai appelé 10 minutes avant de venir. Une table était libre.
C'était en tous points parfait.
Le cadre est agréable, avec des photos et des affiches de toutes les époques qui décorent les murs.
Le service est rapide et très professionnel.
La nourriture est excellente. La saucisse de Lyon aux lentilles vertes du Puy était délicieuse.
Bravo !";Le Vieux Lyon
AlainB21;AlainB21;18 octobre 2023;Une excellente adresse !!!;5.0;couples;45;"Dans ce secteur du vieux Lyon où les pièges à touristes ne manquent pas voilà une adresse à retenir! Entre autres pour ses excellentes quenelles....
Ensemble de la carte à prix très raisonnables. 
L accueil est excellent ce qui ne gâte rien !!!";Le Vieux Lyon
Shadeh VE;shadehve;11 octobre 2023;Un délice;5.0;business;34;une équipe aux petits soins pour nous (groupe de 6 personnes) et des plats on ne peut plus délicieux. Nous recommandons particulièrement la souris d'agneau et les ravioles !;Le Vieux Lyon
Cécile S;c_ciles121;6 octobre 2023;A refaire;5.0;family;5;Très bon bouchon.  Nous nous sommes régalés. La cervelle de canut est exceptionnelle servie avec du jambon cru et des pommes de terre. Très copieux. Menu à prix raisonnable.  Serveuse souriante. A refaire.;Le Vieux Lyon
Myhoteland;Myhoteland;23 septembre 2023;Une Excellente adresse à Lyon;5.0;business;206;"Excellent endroit, pas un bouchon mais des plats parfaits, sans chi-chi.
une bonne ambiance, le personnel est top et une belle terrasse.
";Le Vieux Lyon
DanielMasse;DanielMasse;30 août 2023;Belle découverte;5.0;couples;172;Malgré que le restayrant était achalandé, le serveur a trouvé le moyen de nous servir un apéro en attendant qu'une table se libère. Une fois à table, le menu est varié et tout était très bon. Le service courtois et rapide.;Le Vieux Lyon
Christine D;ChristineD2797;22 août 2023;Très bon;5.0;family;100;Choisi selon les commentaires sur Tripadvisor et nous avons bien fait. Très bon restaurant. Menus enfants avec steaks et frites maison, souris d'agneau délicieusement fondante et gratin dauphinois très bon. Le menu de jour a également été fortement apprécié. Tout petit bémol pour la crème brûlée petite en quantité, mais aussi bonne et nous avons mangé dehors, mais à  noter que c'est très étriqué à l'intérieur. Nous y retournerons lors d'un autre passage à Lyon.;Le Vieux Lyon
Sigfried38;Sigfried38;15 août 2023;Excellent bouchon lyonnais;5.0;family;37;"Première expérience en bouchon lyonnais et nous en sortons ravis.
Accueil et service impeccable en plus d'être efficace avec un restaurant complet. Une vraie attention du client. Des mets savoureux et gourmands mettant en avant la gastronomie lyonnaise et tout fait maison.
Rapport qualité prix excellent, le menu à 22€90 comprend entrée, plat, dessert !

Superbe expérience, nous reviendrons ! Bravo à l'équipe et au responsable 👍";Le Vieux Lyon
Bergol64;Bergol64;15 août 2023;Bon bouchon;5.0;family;424;Cinq ans après notre première visite nous sommes y sommes revenus les yeux fermés.  Accueil particulièrement sympa ...malgré l'affluence.  Très bonne quenelle, excellent saucisson au beaujolais... bref ... on adore.  On y reviendra certainement.  Merci à l'équipe. ;Le Vieux Lyon
didierod13;didierod13;7 août 2023;Très bonne adresse;5.0;couples;86;"En visite à Lyon, nous avons fait confiance aux avis et n’avons pas été déçu. Malgré son positionnement en pleine rue piétonne et touristique, nous avons passé un bon moment. 
Menu du jour à 17,90€. Œuf meurette au top. Et pièce de bœuf idem. La serveuse est à l’écoute, les serveurs un peu tendu, et pas très souriant, mais qui n’enlève rien au lieu.";Le Vieux Lyon
ameliehem;ameliehem;5 août 2023;Dîner un samedi en août, du bien et du moins bien….;3.0;family;3;"Dîner samedi 5 août en famille a 5…
Endroit sympathique, Pas mal au niveau culinaire, bien copieux, pas la grande finesse… Beaucoup de monde, de flux de touristes, service très rapide.
Sauces un peu sucrées à notre goût pour le gâteau de foies de volaille et la quenelle, gratinée a l oignon manquant d oignons, sauce au cèpes avec une cepe et un bon goût de cèpes dans la sauce, frites maison, viande satisfaisante. 
Pas de Mayonnaise maison, flacon amora. 
Au niveau du service : 5 serveurs dont 1 ayant l air éreinté, peu souriant et peu enclin à vous rendre service (demande refusée pour interchanger l entrée avec celle d un autre menu en demandant pourtant de répercuter l écart de prix entre les 2 entrées 12,50 contre 10,90)  une autre serveuse expérimentée également, plus accueillante, et 3 jeunes serveurs affables, sympathiques et souriants dont une mention spéciale pour la jeune fille de notre table franchement  très agréable 😀";Le Vieux Lyon
Claire T;clairet926;2 août 2023;Excellent rapport qualité/prix au coeur du Vieux Lyon;5.0;family;4;1ère fois en famille dans ce restaurant et sûrement pas la dernière. Accueil très sympa, service rapide et efficace malgré le monde. Le menu à 29€ est excellent. Les plats sont copieux et savoureux, un vrai bouchon lyonnais comme on les aime ! On reviendra ! ;Le Vieux Lyon
Jenny.Ph;JennyferP51;30 juillet 2023;Ni oui … ni non …;3.0;couples;266;"Nous avons fait l’expérience de goûter les quenelles lyonnaises … pas à notre goût mais le plat n’était ni raté ni mauvais. Le dessert était vraiment délicieux !
Le service est rapide et le personnel au top et très sympa ! Nous n’avions pas réservé et un des serveurs nous a trouvé une table. 
Rapport qualité/prix correct.";Le Vieux Lyon
Karim & Carine;148karimc;30 juillet 2023;Petit bouchon excellent;5.0;couples;35;"En période estivale, il vaut mieux réserver, nous avons pris le menu Lyonnais (22 € environs pour entrée plat dessert), tout était parfait et excellent, produits de qualité et cuisine soignée, on sent les bons produits sélectionnés avec soins et fait-maison. On pourrait être refroidi par l' attitude du gérant, qui de prime abord paraît froid et sans intérêt pour le client mais au fil de notre repas nous avons constaté qu'il était partout et veillait à satisfaire chacun avec un humour un peu caustique parfois mais non malveillant (il ne faut pas être premier degré).
Si nous devions retourner à Lyon, c'est sans hésité que nous retournerions dans ce petit bouchon. Allez-y vous ne serez pas déçus. ";Le Vieux Lyon
Laurence H;K7251BElaurenceh;26 juin 2023;Bonne adresse!;5.0;family;1;Tu arrives à 20 personnes le midi sans réservation. Service rapide efficace. Et en plus c’est très bon. Je recommande !!;Le Vieux Lyon
Sylvie C;sylviecI5003EE;24 juin 2023;Serveur très antipathique;1.0;friends;1;"Serveur antipathique. 17h50 on se met à une table du bistro et il nous a  tout simplement dit 10mn après qu’il ne servait plus au bar …. 
On était 4 et on pensait revenir pour manger du coup il a perdu 4 client et une appréciation à 0";Le Vieux Lyon
Carole B;F9436FDcaroleb;23 juin 2023;Belle découverte;4.0;friends;6;"Très beau quartier , commerçants très sympathiques , petites boutiques à découvrir .
Plusieurs petits bouchons . Attention bien se renseigner sur les vrai et les autres . . . ";Le Vieux Lyon
